what,kind,bundleId,bundleVersion,description,time
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1365988666672
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1365988677622
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1365988705299
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1365988706535
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1365988707416
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1365988719448
activated,view,org.eclipse.ui.console,3.5.100.v20110511,"org.eclipse.ui.console.ConsoleView",1365988719475
activated,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1365988721632
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110505-0800,"org.eclipse.ui.edit.text.select.lineStart",1365988734187
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.copy",1365988734975
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.paste",1365988736052
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110505-0800,"org.eclipse.ui.edit.text.goto.lineEnd",1365988758528
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.paste",1365988759694
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110505-0800,"org.eclipse.ui.edit.text.goto.lineStart",1365988760492
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.copy",1365988769710
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.paste",1365988772849
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1365988774498
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1365988774874
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1365988776090
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1365988788038
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1365988809541
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1365988809859
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1365988811165
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1365988822845
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1365988841249
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1365988841519
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1365988842636
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1365988865327
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110505-0800,"org.eclipse.ui.edit.text.goto.lineEnd",1365988871539
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110505-0800,"org.eclipse.ui.edit.text.goto.lineEnd",1365988872876
activated,view,org.eclipse.ui.console,3.5.100.v20110511,"org.eclipse.ui.console.ConsoleView",1365988874318
activated,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1365988878475
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110505-0800,"org.eclipse.ui.edit.text.select.lineEnd",1365988880249
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1365988890964
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1365988891473
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1365988892701
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1365988930231
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110505-0800,"org.eclipse.ui.edit.text.goto.lineEnd",1365988949773
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.copy",1365988953149
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.paste",1365988955441
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.copy",1365988994099
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110505-0800,"org.eclipse.ui.edit.text.select.lineEnd",1365988999150
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110505-0800,"org.eclipse.ui.edit.text.select.lineEnd",1365988999358
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.paste",1365989000994
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.undo",1365989011340
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.undo",1365989011684
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.undo",1365989011967
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.undo",1365989012565
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.paste",1365989016751
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1365989020958
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1365989021746
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1365989023082
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1365989024044
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1365989030256
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1365989030642
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1365989031789
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1365989053486
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1365989062980
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1365989063298
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1365989064445
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1365989085482
activated,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1365989088286
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1365989098200
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1365989098481
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1365989100036
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1365989122462
activated,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1365989125610
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.delete",1365989149621
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1365989151327
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1365989151635
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1365989152889
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1365989169624
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1365989181823
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1365989182159
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1365989183261
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1365989233206
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110505-0800,"org.eclipse.ui.edit.text.goto.lineEnd",1365989248751
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1365989252247
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1365989252561
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1365989253795
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1365989271260
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1365989277619
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1365989277878
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1365989278953
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1365989287231
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.delete",1365989389262
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.delete",1365989389682
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.delete",1365989389847
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.delete",1365989390363
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.copy",1365989427813
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.paste",1365989442972
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110505-0800,"org.eclipse.ui.edit.text.select.lineEnd",1365989479004
